Tipo,STB,Turno,Analista,Fecha,Canal,Video,Audio Pri,Audio Sec,Logo,EPG,Novedad,Observación,Último Revisor,Siguiente Analista
"Monitoreo","Cisco PDS2100","T1","Sofía","2026-07-23T01:03:46.586Z","Canal 240 - Win +","V OK","A1 OK","A2 OK","L OK","E OK","","","",""
"Monitoreo","Cisco PDS2100","T1","Sofía","2026-07-23T01:03:46.586Z","Canal 419 - Univmas Promo","V OK","A1 OK","A2 OK","L OK","E OK","","","",""
"Monitoreo","Cisco PDS2100","T1","Sofía","2026-07-23T01:03:46.586Z","Canal 420 - UniPrem HD","V OK","A1 OK","A2 OK","L OK","E OK","","","",""
"Monitoreo","Cisco PDS2100","T1","Sofía","2026-07-23T01:03:46.586Z","Canal 421 - UniCine HD","V OK","A1 OK","A2 OK","L OK","E OK","","","",""
"Monitoreo","Cisco PDS2100","T1","Sofía","2026-07-23T01:03:46.586Z","Canal 422 - UniCom HD","V OK","A1 OK","A2 OK","L OK","E OK","","","",""
"Monitoreo","Cisco PDS2100","T1","Sofía","2026-07-23T01:03:46.586Z","Canal 423 - UniCrime HD","V OK","A1 OK","A2 OK","L OK","E OK","","","",""
"Monitoreo","Cisco PDS2100","T1","Sofía","2026-07-23T01:03:46.586Z","Canal 424 - UniReal HD","V OK","A1 OK","A2 OK","L OK","E OK","","","",""
"Monitoreo","Cisco PDS2100","T1","Sofía","2026-07-23T01:03:46.586Z","Canal 449 - HBO Promo","V OK","A1 OK","A2 OK","L OK","E OK","","","",""
"Monitoreo","Cisco PDS2100","T1","Sofía","2026-07-23T01:03:46.586Z","Canal 450 - HBO 2 HD","V OK","A1 OK","A2 OK","L OK","E OK","","","",""
"Monitoreo","Cisco PDS2100","T1","Sofía","2026-07-23T01:03:46.586Z","Canal 451 - HBO HD","V OK","A1 OK","A2 OK","L OK","E OK","","","",""
"Monitoreo","Cisco PDS2100","T1","Sofía","2026-07-23T01:03:46.586Z","Canal 453 - HBO+ HD","V OK","A1 OK","A2 OK","L OK","E OK","","","",""
"Monitoreo","Cisco PDS2100","T1","Sofía","2026-07-23T01:03:46.586Z","Canal 454 - HBO Sign HD","V OK","A1 OK","A2 OK","L OK","E OK","","","",""
"Monitoreo","Cisco PDS2100","T1","Sofía","2026-07-23T01:03:46.586Z","Canal 455 - HBO Fami HD","V OK","A1 OK","A2 OK","L OK","E OK","","","",""
"Monitoreo","Cisco PDS2100","T1","Sofía","2026-07-23T01:03:46.586Z","Canal 457 - HBO Xtrem HD","V OK","A1 OK","A2 OK","L OK","E OK","","","",""
"Monitoreo","Cisco PDS2100","T1","Sofía","2026-07-23T01:03:46.586Z","Canal 458 - HBO Mundi","V OK","A1 OK","A2 OK","L OK","E OK","","","",""
"Monitoreo","Cisco PDS2100","T1","Sofía","2026-07-23T01:03:46.586Z","Canal 459 - HBO Pop HD","V OK","A1 OK","A2 OK","L OK","E OK","","","",""
"Monitoreo","Cisco PDS2100","T1","Sofía","2026-07-23T01:03:46.586Z","Canal 499 - HotPackPromo","V OK","A1 OK","A2 OK","L OK","E OK","","","",""
"Monitoreo","Cisco PDS2100","T1","Sofía","2026-07-23T01:03:46.586Z","Canal 500 - Playboy HD","V OK","A1 OK","A2 OK","L OK","E OK","","","",""
"Monitoreo","Cisco PDS2100","T1","Sofía","2026-07-23T01:03:46.586Z","Canal 501 - SEXY HD","V OK","A1 OK","A2 OK","L OK","E OK","","","",""
"Monitoreo","Cisco PDS2100","T1","Sofía","2026-07-23T01:03:46.586Z","Canal 502 - Venus","V OK","A1 OK","A2 OK","L OK","E OK","","","",""
"Monitoreo","Cisco PDS2100","T1","Sofía","2026-07-23T01:03:46.586Z","Canal 503 - Penthouse","V OK","A1 OK","A2 OK","L OK","E OK","","","",""
"Trazabilidad","Cisco PDS2100","T1","Sofía","2026-07-16T13:00:00.000Z","","","","","","","","Inicio de revisión semanal","Sofía","Camilo"
"Trazabilidad","Cisco PDS2100","T2","Camilo","2026-07-17T13:00:00.000Z","","","","","","","","Validación de fallas de audio y video","Sofía","Diana"
"Trazabilidad","Cisco PDS2100","T3","Diana","2026-07-18T13:00:00.000Z","","","","","","","","Ajuste en configuración de video","Camilo","Mateo"
"Trazabilidad","Cisco PDS2100","T4","Mateo","2026-07-19T13:00:00.000Z","","","","","","","","Confirmación de estabilidad del canal","Diana","Laura"
"Trazabilidad","Cisco PDS2100","T5","Laura","2026-07-20T13:00:00.000Z","","","","","","","","Registro de novedad en EPG","Mateo","Andrés"
"Trazabilidad","Cisco PDS2100","T6","Andrés","2026-07-21T13:00:00.000Z","","","","","","","","Cierre de incidencia pendiente","Laura","Paula"
"Trazabilidad","Cisco PDS2100","T7","Paula","2026-07-22T13:00:00.000Z","","","","","","","","Prueba final de continuidad del tablero","Andrés","N/A"
"Trazabilidad","Cisco PDS2100","T1","Sofía","2026-07-23T01:00:54.882Z","","","","","","","","Progreso guardado: 98% saludable | 4 fallas | 1 novedades","Paula","N/A"
"Trazabilidad","Cisco PDS2100","T1","Sofía","2026-07-23T01:00:59.885Z","","","","","","","","Progreso guardado: 98% saludable | 4 fallas | 1 novedades","Sofía","N/A"
"Trazabilidad","Cisco PDS2100","T1","Sofía","2026-07-23T01:03:46.585Z","","","","","","","","Progreso guardado: 98% saludable | 4 fallas | 1 novedades","Sofía","N/A"
"Monitoreo","Kaon VMM1003","T2","Camilo","2026-07-23T01:00:50.954Z","Canal 02 - InfoTigo","V OK","A1 OK","A2 OK","L OK","E OK","","","",""
"Monitoreo","Kaon VMM1003","T2","Camilo","2026-07-23T01:00:50.954Z","Canal 03 - City TV","V FAIL","A1 FAIL","A2 FAIL","L FAIL","E OK","","","",""
"Monitoreo","Kaon VMM1003","T2","Camilo","2026-07-23T01:00:50.954Z","Canal 04 - InstHD","V OK","A1 FAIL","A2 FAIL","L FAIL","E FAIL","","","",""
"Monitoreo","Kaon VMM1003","T2","Camilo","2026-07-23T01:00:50.954Z","Canal 05 - TAntioqHD","V FAIL","A1 OK","A2 FAIL","L FAIL","E OK","Demo: revisión STB Kaon VMM1003 / turno T2","","",""
"Monitoreo","Kaon VMM1003","T2","Camilo","2026-07-23T01:00:50.954Z","Canal 06 - TMedellHD","V OK","A1 FAIL","A2 OK","L FAIL","E OK","","","",""
"Trazabilidad","Kaon VMM1003","T1","Camilo","2026-07-16T13:01:00.000Z","","","","","","","","Inicio de revisión semanal","Camilo","Diana"
"Trazabilidad","Kaon VMM1003","T2","Diana","2026-07-17T13:01:00.000Z","","","","","","","","Validación de fallas de audio y video","Camilo","Mateo"
"Trazabilidad","Kaon VMM1003","T3","Mateo","2026-07-18T13:01:00.000Z","","","","","","","","Ajuste en configuración de video","Diana","Laura"
"Trazabilidad","Kaon VMM1003","T4","Laura","2026-07-19T13:01:00.000Z","","","","","","","","Confirmación de estabilidad del canal","Mateo","Andrés"
"Trazabilidad","Kaon VMM1003","T5","Andrés","2026-07-20T13:01:00.000Z","","","","","","","","Registro de novedad en EPG","Laura","Paula"
"Trazabilidad","Kaon VMM1003","T6","Paula","2026-07-21T13:01:00.000Z","","","","","","","","Cierre de incidencia pendiente","Andrés","Javier"
"Trazabilidad","Kaon VMM1003","T7","Javier","2026-07-22T13:01:00.000Z","","","","","","","","Prueba final de continuidad del tablero","Paula","N/A"
"Monitoreo","Kaon KSTB4193","T3","Diana","2026-07-23T01:00:50.955Z","Canal 02 - InfoTigo","V OK","A1 OK","A2 OK","L OK","E OK","","","",""
"Monitoreo","Kaon KSTB4193","T3","Diana","2026-07-23T01:00:50.955Z","Canal 03 - City TV","V FAIL","A1 FAIL","A2 FAIL","L FAIL","E OK","","","",""
"Monitoreo","Kaon KSTB4193","T3","Diana","2026-07-23T01:00:50.955Z","Canal 04 - InstHD","V OK","A1 FAIL","A2 FAIL","L FAIL","E FAIL","","","",""
"Monitoreo","Kaon KSTB4193","T3","Diana","2026-07-23T01:00:50.955Z","Canal 05 - TAntioqHD","V FAIL","A1 OK","A2 FAIL","L FAIL","E OK","Demo: revisión STB Kaon KSTB4193 / turno T3","","",""
"Monitoreo","Kaon KSTB4193","T3","Diana","2026-07-23T01:00:50.955Z","Canal 06 - TMedellHD","V OK","A1 FAIL","A2 OK","L FAIL","E OK","","","",""
"Trazabilidad","Kaon KSTB4193","T1","Diana","2026-07-16T13:02:00.000Z","","","","","","","","Inicio de revisión semanal","Diana","Mateo"
"Trazabilidad","Kaon KSTB4193","T2","Mateo","2026-07-17T13:02:00.000Z","","","","","","","","Validación de fallas de audio y video","Diana","Laura"
"Trazabilidad","Kaon KSTB4193","T3","Laura","2026-07-18T13:02:00.000Z","","","","","","","","Ajuste en configuración de video","Mateo","Andrés"
"Trazabilidad","Kaon KSTB4193","T4","Andrés","2026-07-19T13:02:00.000Z","","","","","","","","Confirmación de estabilidad del canal","Laura","Paula"
"Trazabilidad","Kaon KSTB4193","T5","Paula","2026-07-20T13:02:00.000Z","","","","","","","","Registro de novedad en EPG","Andrés","Javier"
"Trazabilidad","Kaon KSTB4193","T6","Javier","2026-07-21T13:02:00.000Z","","","","","","","","Cierre de incidencia pendiente","Paula","Lucía"
"Trazabilidad","Kaon KSTB4193","T7","Lucía","2026-07-22T13:02:00.000Z","","","","","","","","Prueba final de continuidad del tablero","Javier","N/A"
"Monitoreo","Skyworth","T4","Mateo","2026-07-23T01:00:50.956Z","Canal 02 - InfoTigo","V OK","A1 OK","A2 OK","L OK","E OK","","","",""
"Monitoreo","Skyworth","T4","Mateo","2026-07-23T01:00:50.956Z","Canal 03 - City TV","V FAIL","A1 FAIL","A2 FAIL","L FAIL","E OK","","","",""
"Monitoreo","Skyworth","T4","Mateo","2026-07-23T01:00:50.956Z","Canal 04 - InstHD","V OK","A1 FAIL","A2 FAIL","L FAIL","E FAIL","","","",""
"Monitoreo","Skyworth","T4","Mateo","2026-07-23T01:00:50.956Z","Canal 05 - TAntioqHD","V FAIL","A1 OK","A2 FAIL","L FAIL","E OK","Demo: revisión STB Skyworth / turno T4","","",""
"Monitoreo","Skyworth","T4","Mateo","2026-07-23T01:00:50.956Z","Canal 06 - TMedellHD","V OK","A1 FAIL","A2 OK","L FAIL","E OK","","","",""
"Trazabilidad","Skyworth","T1","Mateo","2026-07-16T13:03:00.000Z","","","","","","","","Inicio de revisión semanal","Mateo","Laura"
"Trazabilidad","Skyworth","T2","Laura","2026-07-17T13:03:00.000Z","","","","","","","","Validación de fallas de audio y video","Mateo","Andrés"
"Trazabilidad","Skyworth","T3","Andrés","2026-07-18T13:03:00.000Z","","","","","","","","Ajuste en configuración de video","Laura","Paula"
"Trazabilidad","Skyworth","T4","Paula","2026-07-19T13:03:00.000Z","","","","","","","","Confirmación de estabilidad del canal","Andrés","Javier"
"Trazabilidad","Skyworth","T5","Javier","2026-07-20T13:03:00.000Z","","","","","","","","Registro de novedad en EPG","Paula","Lucía"
"Trazabilidad","Skyworth","T6","Lucía","2026-07-21T13:03:00.000Z","","","","","","","","Cierre de incidencia pendiente","Javier","Sofía"
"Trazabilidad","Skyworth","T7","Sofía","2026-07-22T13:03:00.000Z","","","","","","","","Prueba final de continuidad del tablero","Lucía","N/A"
"Monitoreo","Opentel","T5","Laura","2026-07-23T01:00:50.957Z","Canal 02 - InfoTigo","V OK","A1 OK","A2 OK","L OK","E OK","","","",""
"Monitoreo","Opentel","T5","Laura","2026-07-23T01:00:50.957Z","Canal 03 - City TV","V FAIL","A1 FAIL","A2 FAIL","L FAIL","E OK","","","",""
"Monitoreo","Opentel","T5","Laura","2026-07-23T01:00:50.957Z","Canal 04 - InstHD","V OK","A1 FAIL","A2 FAIL","L FAIL","E FAIL","","","",""
"Monitoreo","Opentel","T5","Laura","2026-07-23T01:00:50.957Z","Canal 05 - TAntioqHD","V FAIL","A1 OK","A2 FAIL","L FAIL","E OK","Demo: revisión STB Opentel / turno T5","","",""
"Monitoreo","Opentel","T5","Laura","2026-07-23T01:00:50.957Z","Canal 06 - TMedellHD","V OK","A1 FAIL","A2 OK","L FAIL","E OK","","","",""
"Trazabilidad","Opentel","T1","Laura","2026-07-16T13:04:00.000Z","","","","","","","","Inicio de revisión semanal","Laura","Andrés"
"Trazabilidad","Opentel","T2","Andrés","2026-07-17T13:04:00.000Z","","","","","","","","Validación de fallas de audio y video","Laura","Paula"
"Trazabilidad","Opentel","T3","Paula","2026-07-18T13:04:00.000Z","","","","","","","","Ajuste en configuración de video","Andrés","Javier"
"Trazabilidad","Opentel","T4","Javier","2026-07-19T13:04:00.000Z","","","","","","","","Confirmación de estabilidad del canal","Paula","Lucía"
"Trazabilidad","Opentel","T5","Lucía","2026-07-20T13:04:00.000Z","","","","","","","","Registro de novedad en EPG","Javier","Sofía"
"Trazabilidad","Opentel","T6","Sofía","2026-07-21T13:04:00.000Z","","","","","","","","Cierre de incidencia pendiente","Lucía","Camilo"
"Trazabilidad","Opentel","T7","Camilo","2026-07-22T13:04:00.000Z","","","","","","","","Prueba final de continuidad del tablero","Sofía","N/A"
"Monitoreo","Arris","T6","Andrés","2026-07-23T01:00:50.958Z","Canal 02 - InfoTigo","V OK","A1 OK","A2 OK","L OK","E OK","","","",""
"Monitoreo","Arris","T6","Andrés","2026-07-23T01:00:50.958Z","Canal 03 - City TV","V FAIL","A1 FAIL","A2 FAIL","L FAIL","E OK","","","",""
"Monitoreo","Arris","T6","Andrés","2026-07-23T01:00:50.958Z","Canal 04 - InstHD","V OK","A1 FAIL","A2 FAIL","L FAIL","E FAIL","","","",""
"Monitoreo","Arris","T6","Andrés","2026-07-23T01:00:50.958Z","Canal 05 - TAntioqHD","V FAIL","A1 OK","A2 FAIL","L FAIL","E OK","Demo: revisión STB Arris / turno T6","","",""
"Monitoreo","Arris","T6","Andrés","2026-07-23T01:00:50.958Z","Canal 06 - TMedellHD","V OK","A1 FAIL","A2 OK","L FAIL","E OK","","","",""
"Trazabilidad","Arris","T1","Andrés","2026-07-16T13:05:00.000Z","","","","","","","","Inicio de revisión semanal","Andrés","Paula"
"Trazabilidad","Arris","T2","Paula","2026-07-17T13:05:00.000Z","","","","","","","","Validación de fallas de audio y video","Andrés","Javier"
"Trazabilidad","Arris","T3","Javier","2026-07-18T13:05:00.000Z","","","","","","","","Ajuste en configuración de video","Paula","Lucía"
"Trazabilidad","Arris","T4","Lucía","2026-07-19T13:05:00.000Z","","","","","","","","Confirmación de estabilidad del canal","Javier","Sofía"
"Trazabilidad","Arris","T5","Sofía","2026-07-20T13:05:00.000Z","","","","","","","","Registro de novedad en EPG","Lucía","Camilo"
"Trazabilidad","Arris","T6","Camilo","2026-07-21T13:05:00.000Z","","","","","","","","Cierre de incidencia pendiente","Sofía","Diana"
"Trazabilidad","Arris","T7","Diana","2026-07-22T13:05:00.000Z","","","","","","","","Prueba final de continuidad del tablero","Camilo","N/A"
"Monitoreo","Dongle","T7","Paula","2026-07-23T01:00:50.958Z","Canal 02 - InfoTigo","V OK","A1 OK","A2 OK","L OK","E OK","","","",""
"Monitoreo","Dongle","T7","Paula","2026-07-23T01:00:50.958Z","Canal 03 - City TV","V FAIL","A1 FAIL","A2 FAIL","L FAIL","E OK","","","",""
"Monitoreo","Dongle","T7","Paula","2026-07-23T01:00:50.958Z","Canal 04 - InstHD","V OK","A1 FAIL","A2 FAIL","L FAIL","E FAIL","","","",""
"Monitoreo","Dongle","T7","Paula","2026-07-23T01:00:50.958Z","Canal 05 - TAntioqHD","V FAIL","A1 OK","A2 FAIL","L FAIL","E OK","Demo: revisión STB Dongle / turno T7","","",""
"Monitoreo","Dongle","T7","Paula","2026-07-23T01:00:50.958Z","Canal 06 - TMedellHD","V OK","A1 FAIL","A2 OK","L FAIL","E OK","","","",""
"Trazabilidad","Dongle","T1","Paula","2026-07-16T13:06:00.000Z","","","","","","","","Inicio de revisión semanal","Paula","Javier"
"Trazabilidad","Dongle","T2","Javier","2026-07-17T13:06:00.000Z","","","","","","","","Validación de fallas de audio y video","Paula","Lucía"
"Trazabilidad","Dongle","T3","Lucía","2026-07-18T13:06:00.000Z","","","","","","","","Ajuste en configuración de video","Javier","Sofía"
"Trazabilidad","Dongle","T4","Sofía","2026-07-19T13:06:00.000Z","","","","","","","","Confirmación de estabilidad del canal","Lucía","Camilo"
"Trazabilidad","Dongle","T5","Camilo","2026-07-20T13:06:00.000Z","","","","","","","","Registro de novedad en EPG","Sofía","Diana"
"Trazabilidad","Dongle","T6","Diana","2026-07-21T13:06:00.000Z","","","","","","","","Cierre de incidencia pendiente","Camilo","Mateo"
"Trazabilidad","Dongle","T7","Mateo","2026-07-22T13:06:00.000Z","","","","","","","","Prueba final de continuidad del tablero","Diana","N/A"
"Monitoreo","One TV","T1","Javier","2026-07-23T01:00:50.959Z","Canal 02 - InfoTigo","V OK","A1 OK","A2 OK","L OK","E OK","","","",""
"Monitoreo","One TV","T1","Javier","2026-07-23T01:00:50.959Z","Canal 03 - City TV","V FAIL","A1 FAIL","A2 FAIL","L FAIL","E OK","","","",""
"Monitoreo","One TV","T1","Javier","2026-07-23T01:00:50.959Z","Canal 04 - InstHD","V OK","A1 FAIL","A2 FAIL","L FAIL","E FAIL","","","",""
"Monitoreo","One TV","T1","Javier","2026-07-23T01:00:50.959Z","Canal 05 - TAntioqHD","V FAIL","A1 OK","A2 FAIL","L FAIL","E OK","Demo: revisión STB One TV / turno T1","","",""
"Monitoreo","One TV","T1","Javier","2026-07-23T01:00:50.959Z","Canal 06 - TMedellHD","V OK","A1 FAIL","A2 OK","L FAIL","E OK","","","",""
"Trazabilidad","One TV","T1","Javier","2026-07-16T13:07:00.000Z","","","","","","","","Inicio de revisión semanal","Javier","Lucía"
"Trazabilidad","One TV","T2","Lucía","2026-07-17T13:07:00.000Z","","","","","","","","Validación de fallas de audio y video","Javier","Sofía"
"Trazabilidad","One TV","T3","Sofía","2026-07-18T13:07:00.000Z","","","","","","","","Ajuste en configuración de video","Lucía","Camilo"
"Trazabilidad","One TV","T4","Camilo","2026-07-19T13:07:00.000Z","","","","","","","","Confirmación de estabilidad del canal","Sofía","Diana"
"Trazabilidad","One TV","T5","Diana","2026-07-20T13:07:00.000Z","","","","","","","","Registro de novedad en EPG","Camilo","Mateo"
"Trazabilidad","One TV","T6","Mateo","2026-07-21T13:07:00.000Z","","","","","","","","Cierre de incidencia pendiente","Diana","Laura"
"Trazabilidad","One TV","T7","Laura","2026-07-22T13:07:00.000Z","","","","","","","","Prueba final de continuidad del tablero","Mateo","N/A"
